,job_id,method,optimized_energy,fidelity,optimized_variable_count,atom_count,edge_count,x_0,y_0,z_0,x_1,y_1,z_1,x_2,y_2,z_2,x_3,y_3,z_3
0,0,custom_method.run_optimization,0.6727542255518238,,0,4,2,0.0,0.0,0.0,1.6032507853090006,2.6225280877246644,2.401187681492886,3.1133780812621197,3.4893263092797087,4.514767905672835,5.616111891262352,4.927002563832255,7.262219712639534
1,0,quanti_gin.data_generator.run_fci_optimization,-1.8675629249836825,,0,4,2,0.0,0.0,0.0,1.6032507853090006,2.6225280877246644,2.401187681492886,3.1133780812621197,3.4893263092797087,4.514767905672835,5.616111891262352,4.927002563832255,7.262219712639534
2,0,quanti_gin.data_generator.run_spa_optimization,-1.8656271773530313,,0,4,2,0.0,0.0,0.0,1.6032507853090006,2.6225280877246644,2.401187681492886,3.1133780812621197,3.4893263092797087,4.514767905672835,5.616111891262352,4.927002563832255,7.262219712639534
3,1,custom_method.run_optimization,1.032027022840158,,0,4,2,0.0,0.0,0.0,1.20569465855963,0.7011981041761394,1.7187644690458481,1.247279889358867,0.9270060561770322,4.340463932498065,2.9968319429628214,2.633352411031313,2.2707416048840923
4,1,quanti_gin.data_generator.run_fci_optimization,-1.8737856116968863,,0,4,2,0.0,0.0,0.0,1.20569465855963,0.7011981041761394,1.7187644690458481,1.247279889358867,0.9270060561770322,4.340463932498065,2.9968319429628214,2.633352411031313,2.2707416048840923
5,1,quanti_gin.data_generator.run_spa_optimization,-1.8724432037690533,,0,4,2,0.0,0.0,0.0,1.20569465855963,0.7011981041761394,1.7187644690458481,1.247279889358867,0.9270060561770322,4.340463932498065,2.9968319429628214,2.633352411031313,2.2707416048840923
6,2,custom_method.run_optimization,0.7946724315093593,,0,4,2,0.0,0.0,0.0,2.0996687659080986,1.4273726682693049,0.7156347369423945,4.68124218416491,1.7316138417682443,2.0442100248118624,6.710431494462034,3.972171085885198,3.2889174116403392
7,2,quanti_gin.data_generator.run_fci_optimization,-1.8682597170348907,,0,4,2,0.0,0.0,0.0,2.0996687659080986,1.4273726682693049,0.7156347369423945,4.68124218416491,1.7316138417682443,2.0442100248118624,6.710431494462034,3.972171085885198,3.2889174116403392
8,2,quanti_gin.data_generator.run_spa_optimization,-1.8679103745479448,,0,4,2,0.0,0.0,0.0,2.0996687659080986,1.4273726682693049,0.7156347369423945,4.68124218416491,1.7316138417682443,2.0442100248118624,6.710431494462034,3.972171085885198,3.2889174116403392
9,3,custom_method.run_optimization,1.1971009227388,,0,4,2,0.0,0.0,0.0,0.7711024075386828,2.2806814132369455,2.679144117720637,1.7189116157505813,3.101768028455077,3.3382899855809165,2.5370069485825555,3.03687139728833,4.881704840766519
10,3,quanti_gin.data_generator.run_fci_optimization,-1.944127869224409,,0,4,2,0.0,0.0,0.0,0.7711024075386828,2.2806814132369455,2.679144117720637,1.7189116157505813,3.101768028455077,3.3382899855809165,2.5370069485825555,3.03687139728833,4.881704840766519
11,3,quanti_gin.data_generator.run_spa_optimization,-1.8596341564419223,,0,4,2,0.0,0.0,0.0,0.7711024075386828,2.2806814132369455,2.679144117720637,1.7189116157505813,3.101768028455077,3.3382899855809165,2.5370069485825555,3.03687139728833,4.881704840766519
12,4,custom_method.run_optimization,1.4288874533488871,,0,4,2,0.0,0.0,0.0,1.7190569034626644,1.3247302126873985,2.340343632180319,0.15695428950221632,1.2795656948936909,0.3132138779326179,2.0498125085386074,2.7778848190266126,2.1143427049892267
13,4,quanti_gin.data_generator.run_fci_optimization,-2.026076285832131,,0,4,2,0.0,0.0,0.0,1.7190569034626644,1.3247302126873985,2.340343632180319,0.15695428950221632,1.2795656948936909,0.3132138779326179,2.0498125085386074,2.7778848190266126,2.1143427049892267
14,4,quanti_gin.data_generator.run_spa_optimization,-2.0258578133787406,,0,4,2,0.0,0.0,0.0,1.7190569034626644,1.3247302126873985,2.340343632180319,0.15695428950221632,1.2795656948936909,0.3132138779326179,2.0498125085386074,2.7778848190266126,2.1143427049892267
15,5,custom_method.run_optimization,1.01195257790723,,0,4,2,0.0,0.0,0.0,2.1530955497785813,1.909356155408777,1.1424729891479801,2.3136729206386417,4.387985656231729,1.8700098937554333,4.234989655056771,3.617202292691543,1.3821090835221241
16,5,quanti_gin.data_generator.run_fci_optimization,-1.8761867325968227,,0,4,2,0.0,0.0,0.0,2.1530955497785813,1.909356155408777,1.1424729891479801,2.3136729206386417,4.387985656231729,1.8700098937554333,4.234989655056771,3.617202292691543,1.3821090835221241
17,5,quanti_gin.data_generator.run_spa_optimization,-1.8748876674711856,,0,4,2,0.0,0.0,0.0,2.1530955497785813,1.909356155408777,1.1424729891479801,2.3136729206386417,4.387985656231729,1.8700098937554333,4.234989655056771,3.617202292691543,1.3821090835221241
18,6,custom_method.run_optimization,0.6498620240056808,,0,4,2,0.0,0.0,0.0,2.7475341290760333,2.0649811378563747,1.3889144674352343,4.619638113432063,4.79344934738996,2.7559722935183717,7.022310995837964,7.038554518539598,3.3681612036608195
19,6,quanti_gin.data_generator.run_fci_optimization,-1.8664775649548153,,0,4,2,0.0,0.0,0.0,2.7475341290760333,2.0649811378563747,1.3889144674352343,4.619638113432063,4.79344934738996,2.7559722935183717,7.022310995837964,7.038554518539598,3.3681612036608195
20,6,quanti_gin.data_generator.run_spa_optimization,-1.8664528794014832,,0,4,2,0.0,0.0,0.0,2.7475341290760333,2.0649811378563747,1.3889144674352343,4.619638113432063,4.79344934738996,2.7559722935183717,7.022310995837964,7.038554518539598,3.3681612036608195
21,7,custom_method.run_optimization,1.331272710053911,,0,4,2,0.0,0.0,0.0,0.20311007118893734,2.5662759178091368,0.8313917601067438,0.921195821223002,1.8941452702893853,1.5438319209136577,1.8008636119884218,3.918528247079286,2.7804806339644803
22,7,quanti_gin.data_generator.run_fci_optimization,-1.9850616591171455,,0,4,2,0.0,0.0,0.0,0.20311007118893734,2.5662759178091368,0.8313917601067438,0.921195821223002,1.8941452702893853,1.5438319209136577,1.8008636119884218,3.918528247079286,2.7804806339644803
23,7,quanti_gin.data_generator.run_spa_optimization,-1.9844931591204937,,0,4,2,0.0,0.0,0.0,0.20311007118893734,2.5662759178091368,0.8313917601067438,0.921195821223002,1.8941452702893853,1.5438319209136577,1.8008636119884218,3.918528247079286,2.7804806339644803
24,8,custom_method.run_optimization,1.438807024545232,,0,4,2,0.0,0.0,0.0,1.6944975923566417,0.13503703844017187,0.9842796821813755,1.205946284718932,1.3745553025709996,1.5501954026732396,2.4453079766378845,2.545202957446937,2.413554902934993
25,8,quanti_gin.data_generator.run_fci_optimization,-1.9364785673281413,,0,4,2,0.0,0.0,0.0,1.6944975923566417,0.13503703844017187,0.9842796821813755,1.205946284718932,1.3745553025709996,1.5501954026732396,2.4453079766378845,2.545202957446937,2.413554902934993
26,8,quanti_gin.data_generator.run_spa_optimization,-1.8638548274026623,,0,4,2,0.0,0.0,0.0,1.6944975923566417,0.13503703844017187,0.9842796821813755,1.205946284718932,1.3745553025709996,1.5501954026732396,2.4453079766378845,2.545202957446937,2.413554902934993
27,9,custom_method.run_optimization,1.4441399834312805,,0,4,2,0.0,0.0,0.0,1.685845930466568,1.9050980457672626,0.1825141727836799,2.6102508476452337,2.2003255601095892,0.568581394390917,2.8278303790077817,3.532364823858053,1.9704831508879188
28,9,quanti_gin.data_generator.run_fci_optimization,-2.021438488766703,,0,4,2,0.0,0.0,0.0,1.685845930466568,1.9050980457672626,0.1825141727836799,2.6102508476452337,2.2003255601095892,0.568581394390917,2.8278303790077817,3.532364823858053,1.9704831508879188
29,9,quanti_gin.data_generator.run_spa_optimization,-2.0198016338738545,,0,4,2,0.0,0.0,0.0,1.685845930466568,1.9050980457672626,0.1825141727836799,2.6102508476452337,2.2003255601095892,0.568581394390917,2.8278303790077817,3.532364823858053,1.9704831508879188
30,10,custom_method.run_optimization,0.9700589837826838,,0,4,2,0.0,0.0,0.0,0.24545023036037728,1.7773020138678217,0.5066731519835085,2.367084756411207,2.674295633072509,2.0112264617515323,3.356055466278087,5.297902011463938,2.6293781540485535
31,10,quanti_gin.data_generator.run_fci_optimization,-1.8905781087053164,,0,4,2,0.0,0.0,0.0,0.24545023036037728,1.7773020138678217,0.5066731519835085,2.367084756411207,2.674295633072509,2.0112264617515323,3.356055466278087,5.297902011463938,2.6293781540485535
32,10,quanti_gin.data_generator.run_spa_optimization,-1.8901588412720618,,0,4,2,0.0,0.0,0.0,0.24545023036037728,1.7773020138678217,0.5066731519835085,2.367084756411207,2.674295633072509,2.0112264617515323,3.356055466278087,5.297902011463938,2.6293781540485535
33,11,custom_method.run_optimization,1.4148865051219952,,0,4,2,0.0,0.0,0.0,2.7283268867316113,0.6771921857648271,1.8113338538275567,4.930940438004031,1.1741005509328053,2.52876394352485,5.221509593679624,1.902655586806756,2.6140251809439143
34,11,quanti_gin.data_generator.run_fci_optimization,-2.067506647153164,,0,4,2,0.0,0.0,0.0,2.7283268867316113,0.6771921857648271,1.8113338538275567,4.930940438004031,1.1741005509328053,2.52876394352485,5.221509593679624,1.902655586806756,2.6140251809439143
35,11,quanti_gin.data_generator.run_spa_optimization,-2.0673714134879857,,0,4,2,0.0,0.0,0.0,2.7283268867316113,0.6771921857648271,1.8113338538275567,4.930940438004031,1.1741005509328053,2.52876394352485,5.221509593679624,1.902655586806756,2.6140251809439143
36,12,custom_method.run_optimization,1.4295029098619505,,0,4,2,0.0,0.0,0.0,0.040980077010159044,0.8445317987283574,1.356440311799852,1.4884936959471575,0.08760688731362071,0.9304295090305927,3.738044776655137,0.9102446889310702,1.5644544686520812
37,12,quanti_gin.data_generator.run_fci_optimization,-1.8993591406088752,,0,4,2,0.0,0.0,0.0,0.040980077010159044,0.8445317987283574,1.356440311799852,1.4884936959471575,0.08760688731362071,0.9304295090305927,3.738044776655137,0.9102446889310702,1.5644544686520812
38,12,quanti_gin.data_generator.run_spa_optimization,-1.8847939054510985,,0,4,2,0.0,0.0,0.0,0.040980077010159044,0.8445317987283574,1.356440311799852,1.4884936959471575,0.08760688731362071,0.9304295090305927,3.738044776655137,0.9102446889310702,1.5644544686520812
39,13,custom_method.run_optimization,0.8306738308741453,,0,4,2,0.0,0.0,0.0,0.6300376631157782,1.5504614813440842,1.973692998722879,2.4790028694828634,1.787139755321698,3.4830973333183213,4.345950432733737,4.005857820394674,5.9339016271075975
40,13,quanti_gin.data_generator.run_fci_optimization,-1.8705368999306602,,0,4,2,0.0,0.0,0.0,0.6300376631157782,1.5504614813440842,1.973692998722879,2.4790028694828634,1.787139755321698,3.4830973333183213,4.345950432733737,4.005857820394674,5.9339016271075975
41,13,quanti_gin.data_generator.run_spa_optimization,-1.8660678448843093,,0,4,2,0.0,0.0,0.0,0.6300376631157782,1.5504614813440842,1.973692998722879,2.4790028694828634,1.787139755321698,3.4830973333183213,4.345950432733737,4.005857820394674,5.9339016271075975
42,14,custom_method.run_optimization,1.8124498774104287,,0,4,2,0.0,0.0,0.0,0.8442813625478999,0.2245540465214669,0.28556935447646936,1.5437369243603793,0.23164029507009476,2.4879600405661866,1.1219661099089215,1.3422684685033335,2.5256181767798904
43,14,quanti_gin.data_generator.run_fci_optimization,-2.1742668085688583,,0,4,2,0.0,0.0,0.0,0.8442813625478999,0.2245540465214669,0.28556935447646936,1.5437369243603793,0.23164029507009476,2.4879600405661866,1.1219661099089215,1.3422684685033335,2.5256181767798904
44,14,quanti_gin.data_generator.run_spa_optimization,-2.1741158537427445,,0,4,2,0.0,0.0,0.0,0.8442813625478999,0.2245540465214669,0.28556935447646936,1.5437369243603793,0.23164029507009476,2.4879600405661866,1.1219661099089215,1.3422684685033335,2.5256181767798904
45,15,custom_method.run_optimization,1.349664387685849,,0,4,2,0.0,0.0,0.0,0.6488634506319089,0.08732187100316777,2.3895687272655457,1.1800956645747065,0.08814990392008432,0.6377460614736183,3.5716786461105077,1.6809394294224778,1.6091406273226858
46,15,quanti_gin.data_generator.run_fci_optimization,-1.9544805570455885,,0,4,2,0.0,0.0,0.0,0.6488634506319089,0.08732187100316777,2.3895687272655457,1.1800956645747065,0.08814990392008432,0.6377460614736183,3.5716786461105077,1.6809394294224778,1.6091406273226858
47,15,quanti_gin.data_generator.run_spa_optimization,-1.9492951387095512,,0,4,2,0.0,0.0,0.0,0.6488634506319089,0.08732187100316777,2.3895687272655457,1.1800956645747065,0.08814990392008432,0.6377460614736183,3.5716786461105077,1.6809394294224778,1.6091406273226858
48,16,custom_method.run_optimization,0.8258242546971555,,0,4,2,0.0,0.0,0.0,1.8342339765072324,2.6396020576700785,1.1792879689611695,3.509128266522774,4.943712971754104,2.5344516207169265,5.039476585951841,5.746617636039889,3.6558792302813554
49,16,quanti_gin.data_generator.run_fci_optimization,-1.8791543037020304,,0,4,2,0.0,0.0,0.0,1.8342339765072324,2.6396020576700785,1.1792879689611695,3.509128266522774,4.943712971754104,2.5344516207169265,5.039476585951841,5.746617636039889,3.6558792302813554
50,16,quanti_gin.data_generator.run_spa_optimization,-1.8790521948238958,,0,4,2,0.0,0.0,0.0,1.8342339765072324,2.6396020576700785,1.1792879689611695,3.509128266522774,4.943712971754104,2.5344516207169265,5.039476585951841,5.746617636039889,3.6558792302813554
51,17,custom_method.run_optimization,0.9309827366802967,,0,4,2,0.0,0.0,0.0,1.4389909801311302,2.5618149290051693,1.332325200329483,1.262922155844122,0.07427410621178249,2.0188117105965304,2.3291872783668435,5.095249706640461,3.302900031589759
52,17,quanti_gin.data_generator.run_fci_optimization,-1.8707254419436088,,0,4,2,0.0,0.0,0.0,1.4389909801311302,2.5618149290051693,1.332325200329483,1.262922155844122,0.07427410621178249,2.0188117105965304,2.3291872783668435,5.095249706640461,3.302900031589759
53,17,quanti_gin.data_generator.run_spa_optimization,-1.8694566570045679,,0,4,2,0.0,0.0,0.0,1.4389909801311302,2.5618149290051693,1.332325200329483,1.262922155844122,0.07427410621178249,2.0188117105965304,2.3291872783668435,5.095249706640461,3.302900031589759
54,18,custom_method.run_optimization,0.8186424562680842,,0,4,2,0.0,0.0,0.0,2.1803888452610556,1.50537786663685,2.5594481595322343,2.5603109864230302,3.8623524534537,2.887275796136347,4.842104277662688,5.219333958993298,4.017050812757756
55,18,quanti_gin.data_generator.run_fci_optimization,-1.8702372978412658,,0,4,2,0.0,0.0,0.0,2.1803888452610556,1.50537786663685,2.5594481595322343,2.5603109864230302,3.8623524534537,2.887275796136347,4.842104277662688,5.219333958993298,4.017050812757756
56,18,quanti_gin.data_generator.run_spa_optimization,-1.8647402945857352,,0,4,2,0.0,0.0,0.0,2.1803888452610556,1.50537786663685,2.5594481595322343,2.5603109864230302,3.8623524534537,2.887275796136347,4.842104277662688,5.219333958993298,4.017050812757756
57,19,custom_method.run_optimization,2.170405854638888,,0,4,2,0.0,0.0,0.0,2.2684020554280995,1.0570106668256858,1.7424641706228254,1.2363372656262148,0.7375855596104326,2.3366802148044648,1.6517305583417656,1.2596947977830575,1.3762429060942185
58,19,quanti_gin.data_generator.run_fci_optimization,-1.9742596103787644,,0,4,2,0.0,0.0,0.0,2.2684020554280995,1.0570106668256858,1.7424641706228254,1.2363372656262148,0.7375855596104326,2.3366802148044648,1.6517305583417656,1.2596947977830575,1.3762429060942185
59,19,quanti_gin.data_generator.run_spa_optimization,-1.9704027785180376,,0,4,2,0.0,0.0,0.0,2.2684020554280995,1.0570106668256858,1.7424641706228254,1.2363372656262148,0.7375855596104326,2.3366802148044648,1.6517305583417656,1.2596947977830575,1.3762429060942185
